X,Y,CAD_EVENT_REL_COMMON_ID,FIRST_EVENT_SUBTYPE,XCOORD,YCOORD,CALENDAR_DATE,TIME,N_EVENTS
-71.081614220307372,42.311376108568268,1410816,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),769331.73,2938771.07,2016-01-04 00:00:00.000,18:42:24,1
-71.088458209542878,42.334928141227451,1411071,REPORTED INJURIES   (P) (E) (F),767439.17,2947344.83,2016-01-04 00:00:00.000,21:19:44,1
-71.06898530997762,42.374923512701962,1411522,REPORTED INJURIES   (P) (E) (F),772630.55,2961945.92,2016-01-05 00:00:00.000,05:46:47,1
-71.088545281813097,42.301045520892032,1411781,REPORTED INJURIES   (P) (E) (F),767475.19,2934997.32,2016-01-05 00:00:00.000,08:47:47,1
-71.090791897304797,42.286666074962852,1411920,REPORTED INJURIES   (P) (E) (F),766892.57,2929754.31,2016-01-05 00:00:00.000,10:01:49,1
-71.077090165606222,42.288184856037255,1411986,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),770597.29,2930325.86,2016-01-05 00:00:00.000,10:37:31,1
-71.0570072798144,42.329515590094729,1412155,REPORTED INJURIES   (P) (E) (F),775953.03,2945415,2016-01-05 00:00:00.000,11:54:34,1
-71.062181232519606,42.350804698147883,1412217,PEDESTRIAN STRUCK   (P) (E) (F),774514.17,2953165.91,2016-01-05 00:00:00.000,12:25:41,1
-71.057203994873305,42.312985477778952,1412440,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),775931.11,2939390.88,2016-01-05 00:00:00.000,14:16:34,1
-71.143683347791722,42.272841021798016,1413537,REPORTED INJURIES   (P) (E) (F),752602.03,2924652.03,2016-01-06 00:00:00.000,01:45:14,1
-71.099487123939269,42.270380227161446,1413719,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),764567.65,2923808.35,2016-01-06 00:00:00.000,06:53:22,1
-71.157204374123154,42.282496046550371,1413789,REPORTED INJURIES   (P) (E) (F),748928.51,2928155.47,2016-01-06 00:00:00.000,08:11:34,1
-71.073829705899954,42.352874559568612,1413876,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),771361.71,2953904.26,2016-01-06 00:00:00.000,08:34:59,1
-71.054118871853589,42.307009285256974,1413927,REPORTED INJURIES   (P) (E) (F),776776.93,2937217.41,2016-01-06 00:00:00.000,09:02:46,1
-71.04903114437694,42.29045306898081,1414077,REPORTED INJURIES   (P) (E) (F),778185.04,2931191.32,2016-01-06 00:00:00.000,10:15:09,1
-71.082341296189114,42.333244362664232,1414344,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),769096.05,2946739.27,2016-01-06 00:00:00.000,12:13:27,1
-71.07601916132225,42.318431465769734,1415347,REPORTED INJURIES   (P) (E) (F),770832.29,2941349.63,2016-01-06 00:00:00.000,20:02:09,1
-71.059677149847161,42.320020136898087,1415553,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),775248.96,2941950.96,2016-01-06 00:00:00.000,22:14:37,1
-71.153072274436667,42.346235827995976,1415599,PEDESTRIAN STRUCK   (P) (E) (F),749952.19,2951387.9,2016-01-06 00:00:00.000,22:58:09,1
-71.067493801989201,42.352511048285812,1415649,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),773074.98,2953780.41,2016-01-07 00:00:00.000,00:01:26,1
-71.089483666266901,42.350858072765824,1415964,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),767133.97,2953148.66,2016-01-07 00:00:00.000,06:44:15,1
-71.005333028223035,42.386163241265152,1416070,PEDESTRIAN STRUCK   (P) (E) (F),789806.01,2966135.23,2016-01-07 00:00:00.000,08:04:20,1
-71.121614308960062,42.255835988113041,1416187,PEDESTRIAN STRUCK   (P) (E) (F),758602.36,2918480.89,2016-01-07 00:00:00.000,09:07:37,1
-71.142264353094959,42.280916057923967,1416233,REPORTED INJURIES   (P) (E) (F),752973.73,2927596.3,2016-01-07 00:00:00.000,09:31:52,1
-71.088377673171422,42.35216612374218,1416339,REPORTED INJURIES   (P) (E) (F),767430.63,2953626.78,2016-01-07 00:00:00.000,10:26:43,1
-71.082882206963276,42.330470144673633,1417012,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),768954.74,2945727.58,2016-01-07 00:00:00.000,16:21:26,1
-71.05011412324049,42.283576041684341,1417096,REPORTED INJURIES   (P) (E) (F),777905.24,2928683.69,2016-01-07 00:00:00.000,16:57:50,1
-71.033169147030662,42.32987120501015,1417212,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),782398.15,2945578.97,2016-01-07 00:00:00.000,17:53:39,1
-71.065319254517789,42.282093179598284,1417475,PEDESTRIAN STRUCK   (P) (E) (F),773793.54,2928121.98,2016-01-07 00:00:00.000,20:26:47,1
-71.073864171400842,42.311056096587002,1417546,REPORTED INJURIES   (P) (E) (F),771428.53,2938664.83,2016-01-07 00:00:00.000,21:15:40,1
-71.061918458719049,42.326350723632409,1417610,REPORTED INJURIES   (P) (E) (F),774630.97,2944254.81,2016-01-07 00:00:00.000,22:09:13,1
-71.048040034328849,42.299708390622364,1418016,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),778435.33,2934565.51,2016-01-08 00:00:00.000,04:29:29,1
-71.082900994463287,42.316390577490445,1419188,REPORTED INJURIES   (P) (E) (F),768974.75,2940596.72,2016-01-08 00:00:00.000,16:43:27,1
-71.109910954430788,42.340320499837865,1419207,PEDESTRIAN STRUCK   (P) (E) (F),761629.84,2949282.65,2016-01-08 00:00:00.000,16:49:46,1
-71.024369077753363,42.380460247104637,1419244,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),784674.87,2964027.69,2016-01-08 00:00:00.000,17:03:24,1
-71.105775188600362,42.271617196799006,1419945,REPORTED INJURIES   (P) (E) (F),762863.68,2924251.19,2016-01-09 00:00:00.000,00:25:03,1
-71.107794280286569,42.30590609591404,1420083,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),762259.76,2936744.06,2016-01-09 00:00:00.000,02:05:58,1
-71.111999997478875,42.32940008003564,1420145,REPORTED INJURIES   (P) (E) (F),761083.16,2945300.47,2016-01-09 00:00:00.000,02:51:05,1
-71.071384192078,42.331836150747527,1420152,REPORTED INJURIES   (P) (E) (F),772061.26,2946240.79,2016-01-09 00:00:00.000,02:57:26,1
-71.073913021845613,42.323771290835403,1420559,PEDESTRIAN STRUCK   (P) (E) (F),771392.17,2943298.39,2016-01-09 00:00:00.000,10:54:39,1
-71.113591115967068,42.350763627075189,1421038,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),760617.65,2953083.8,2016-01-09 00:00:00.000,15:10:25,1
-71.059799240477034,42.301517447127296,1421588,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),775250.74,2935208.12,2016-01-09 00:00:00.000,21:05:58,1
-71.129684306982355,42.281196044269095,1422042,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),756377.56,2927712.86,2016-01-10 00:00:00.000,01:51:32,1
-71.091805503846544,42.283526419097448,1422159,PEDESTRIAN STRUCK   (P) (E) (F),766623.78,2928608.86,2016-01-10 00:00:00.000,03:31:56,1
-71.063909149005482,42.333548156819091,1423132,REPORTED INJURIES   (P) (E) (F),774079.25,2946874.92,2016-01-10 00:00:00.000,18:42:54,1
-71.072033232487001,42.291788872181804,1424288,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),771958.99,2931646.04,2016-01-11 00:00:00.000,10:58:04,1
-71.086944216130235,42.341416155157916,1424669,PEDESTRIAN STRUCK   (P) (E) (F),767837.07,2949711.16,2016-01-11 00:00:00.000,14:24:49,1
-71.082741637415239,42.328613137911404,1424716,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),768996.06,2945051.04,2016-01-11 00:00:00.000,14:46:41,1
-71.072124196868316,42.332547160943271,1424819,PEDESTRIAN STRUCK   (P) (E) (F),771859.87,2946498.89,2016-01-11 00:00:00.000,15:32:49,1
-71.110677712694141,42.337544922239019,1425040,REPORTED INJURIES   (P) (E) (F),761427.16,2948270.23,2016-01-11 00:00:00.000,17:15:15,1
-71.132686254929936,42.282215493582378,1425228,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),755563.61,2928080.85,2016-01-11 00:00:00.000,18:45:15,1
-71.148652368876299,42.269028024911933,1425249,PEDESTRIAN STRUCK   (P) (E) (F),751262.92,2923256.94,2016-01-11 00:00:00.000,18:55:04,1
-71.080572093204424,42.305451026012655,1425363,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),769624.22,2936613.26,2016-01-11 00:00:00.000,19:48:35,1
-71.100007253646012,42.343984824489759,1426117,REPORTED INJURIES   (P) (E) (F),764301.09,2950630.4,2016-01-12 00:00:00.000,08:17:40,1
-71.106269083854627,42.326372591101055,1426224,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),762637.9,2944204.3,2016-01-12 00:00:00.000,09:21:55,1
-71.084015114649389,42.33204884395748,1426411,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),768645.6,2946301.39,2016-01-12 00:00:00.000,10:56:23,1
-71.071200181111294,42.332335495339251,1426517,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),772110.1,2946423.01,2016-01-12 00:00:00.000,11:47:54,1
-71.09174424093041,42.284706067150559,1426585,REPORTED INJURIES   (P) (E) (F),766638.3,2929038.82,2016-01-12 00:00:00.000,12:21:05,1
-71.148385555033215,42.286838743625282,1426904,REPORTED INJURIES   (P) (E) (F),751308.38,2929747.73,2016-01-12 00:00:00.000,15:05:27,1
-71.118604274655269,42.281086053540939,1426946,REPORTED INJURIES   (P) (E) (F),759376.08,2927685.99,2016-01-12 00:00:00.000,15:27:03,1
-71.13863435091622,42.277186048797432,1427107,PEDESTRIAN STRUCK   (P) (E) (F),753961.8,2926241.17,2016-01-12 00:00:00.000,16:41:28,2
-71.060436282205075,42.35801775104229,1427195,PEDESTRIAN STRUCK   (P) (E) (F),774972.3,2955796.91,2016-01-12 00:00:00.000,17:11:43,1
-71.122203632310402,42.278325996064126,1428094,REPORTED INJURIES   (P) (E) (F),758406.52,2926675.85,2016-01-13 00:00:00.000,07:06:30,1
-71.07451419557421,42.299846085937524,1428180,PEDESTRIAN STRUCK   (P) (E) (F),771273.09,2934578.85,2016-01-13 00:00:00.000,08:04:45,1
-71.044257907105575,42.335499086522525,1428680,REPORTED INJURIES   (P) (E) (F),779388.81,2947613.65,2016-01-13 00:00:00.000,12:40:04,1
-71.057128571030418,42.36023894319387,1429078,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),775862.1,2956610.98,2016-01-13 00:00:00.000,16:28:57,1
-71.074594204549527,42.337956173033582,1429173,PEDESTRIAN STRUCK   (P) (E) (F),771182.18,2948466.69,2016-01-13 00:00:00.000,17:09:03,1
-71.046423125818819,42.296642068476025,1429175,REPORTED INJURIES   (P) (E) (F),778878.69,2933450.42,2016-01-13 00:00:00.000,17:07:48,1
-71.121464313473155,42.262456001560153,1429376,PEDESTRIAN STRUCK   (P) (E) (F),758632.26,2920893.49,2016-01-13 00:00:00.000,18:41:25,1
-71.064849574133333,42.335363515539186,1430043,REPORTED INJURIES   (P) (E) (F),773821.6,2947535.17,2016-01-14 00:00:00.000,05:34:16,1
-71.074815179293225,42.331194148601412,1430410,REPORTED INJURIES   (P) (E) (F),771134.72,2946002.19,2016-01-14 00:00:00.000,09:58:26,1
-71.058601165100967,42.327640140634337,1431021,REPORTED INJURIES   (P) (E) (F),775525.58,2944729.32,2016-01-14 00:00:00.000,14:57:42,1
-71.050540716216148,42.351340110396023,1431344,REPORTED INJURIES   (P) (E) (F),777659.68,2953377.39,2016-01-14 00:00:00.000,17:42:04,1
-71.076891212164057,42.331263139217342,1431460,REPORTED INJURIES   (P) (E) (F),770573.25,2946024.54,2016-01-14 00:00:00.000,18:45:36,1
-71.102466591225706,42.308890727370205,1432728,REPORTED INJURIES   (P) (E) (F),763695.84,2937838.38,2016-01-15 00:00:00.000,11:16:35,1
-71.073479150124328,42.384568400545753,1433943,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),771398.71,2965454.62,2016-01-15 00:00:00.000,21:56:17,1
-71.054239603450341,42.354110211431532,1434344,REPORTED INJURIES   (P) (E) (F),776654.57,2954381.62,2016-01-16 00:00:00.000,02:07:34,1
-71.096754221048243,42.345216179373438,1434367,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),765178.39,2951083.27,2016-01-16 00:00:00.000,02:18:59,1
-71.081562064452527,42.310843038863304,1434385,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),769346.79,2938576.88,2016-01-16 00:00:00.000,02:30:52,1
-71.054945906910646,42.362703409183695,1434437,REPORTED INJURIES   (P) (E) (F),776447.32,2957512.15,2016-01-16 00:00:00.000,03:27:04,1
-71.068984175284896,42.374916236640125,1434511,REPORTED INJURIES   (P) (E) (F),772630.87,2961943.27,2016-01-16 00:00:00.000,06:40:36,1
-71.062214142647463,42.367712205852534,1434606,REPORTED INJURIES   (P) (E) (F),774473.65,2959327.29,2016-01-16 00:00:00.000,08:06:19,1
-71.089194227393492,42.3180561164585,1434844,REPORTED INJURIES   (P) (E) (F),767269.78,2941195.41,2016-01-16 00:00:00.000,11:13:53,1
-71.121601001377883,42.262759267520174,1435437,PEDESTRIAN STRUCK   (P) (E) (F),758594.77,2921003.84,2016-01-16 00:00:00.000,17:52:30,1
-71.051338151311725,42.357046195029866,1436111,REPORTED INJURIES   (P) (E) (F),777433.19,2955455.66,2016-01-17 00:00:00.000,01:44:31,1
-71.070234914305502,42.311354916816818,1436128,REPORTED INJURIES   (P) (E) (F),772409.62,2938778.65,2016-01-17 00:00:00.000,02:06:29,1
-71.166304403716708,42.341316183103935,1436133,REPORTED INJURIES   (P) (E) (F),746382.16,2949580.81,2016-01-17 00:00:00.000,01:56:41,1
-71.067006130576956,42.306259919449971,1436606,REPORTED INJURIES   (P) (E) (F),773292.36,2936926.37,2016-01-17 00:00:00.000,10:57:59,1
-71.093878241327332,42.267679013569811,1436857,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),766090.4,2922831.17,2016-01-17 00:00:00.000,13:43:44,1
-71.058184145797298,42.365966211309789,1437236,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),775566,2958696.63,2016-01-17 00:00:00.000,18:13:26,1
-71.15431435911232,42.264306013383845,1437273,REPORTED INJURIES   (P) (E) (F),749737.42,2921529.91,2016-01-17 00:00:00.000,18:39:01,1
-71.066956261078587,42.326928458938333,1437316,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),773267.61,2944458.39,2016-01-17 00:00:00.000,19:14:59,1
-71.066254153470013,42.367226222197822,1437782,REPORTED INJURIES   (P) (E) (F),773382.79,2959144.61,2016-01-18 00:00:00.000,02:07:54,1
-71.129328408806046,42.296514281185416,1437927,REPORTED INJURIES   (P) (E) (F),756449.61,2933295.48,2016-01-18 00:00:00.000,05:52:10,1
-71.118367302413205,42.288873064953656,1437939,REPORTED INJURIES   (P) (E) (F),759427.51,2930523.98,2016-01-18 00:00:00.000,06:15:11,1
-71.077002179101115,42.331194149186381,1438346,REPORTED INJURIES   (P) (E) (F),770543.37,2945999.25,2016-01-18 00:00:00.000,11:29:59,1
-71.098149494642286,42.33354998269072,1438445,REPORTED INJURIES   (P) (E) (F),764821.23,2946830.11,2016-01-18 00:00:00.000,12:38:11,1
-71.105551839279798,42.347558264124366,1438617,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),762796.15,2951925.65,2016-01-18 00:00:00.000,14:22:06,1
-71.062514144296628,42.321326137150102,1438650,REPORTED INJURIES   (P) (E) (F),774479.28,2942422.94,2016-01-18 00:00:00.000,14:42:48,1
-71.078790881450374,42.335065539547188,1438748,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),770052.75,2947407.66,2016-01-18 00:00:00.000,15:52:26,1
-71.071381179358156,42.34471516765867,1438781,PEDESTRIAN STRUCK   (P) (E) (F),772038.49,2950934.14,2016-01-18 00:00:00.000,16:13:08,1
-71.057283197307171,42.362443207225915,1438788,REPORTED INJURIES   (P) (E) (F),775816.14,2957414.04,2016-01-18 00:00:00.000,16:16:06,1
-71.042127123507868,42.346351182438369,1439093,REPORTED INJURIES   (P) (E) (F),779943.69,2951571.43,2016-01-18 00:00:00.000,18:56:37,1
-71.050513145534183,42.274784039306574,1439433,REPORTED INJURIES   (P) (E) (F),777814.15,2925479.2,2016-01-18 00:00:00.000,23:43:16,1
-71.073819783121763,42.342803391392785,1439870,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),771382.73,2950234.15,2016-01-19 00:00:00.000,08:08:27,1
-71.129237397469396,42.285430240441336,1440125,PEDESTRIAN STRUCK   (P) (E) (F),756491.79,2929256.39,2016-01-19 00:00:00.000,10:34:16,1
-71.109761603587131,42.274762305685655,1440235,REPORTED INJURIES   (P) (E) (F),761779.52,2925392.35,2016-01-19 00:00:00.000,11:32:15,1
-71.120880280975257,42.358236212267911,1440370,REPORTED INJURIES   (P) (E) (F),758635.21,2955798.12,2016-01-19 00:00:00.000,13:16:41,1
-71.08281420729918,42.315926123298865,1440704,REPORTED INJURIES   (P) (E) (F),768999.05,2940427.58,2016-01-19 00:00:00.000,16:09:59,1
-71.144424340678682,42.258876018485466,1440745,REPORTED INJURIES   (P) (E) (F),752422.7,2919562.15,2016-01-19 00:00:00.000,16:21:43,1
-71.082510212134878,42.333826149679098,1441018,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),769049.34,2946951.06,2016-01-19 00:00:00.000,18:29:45,1
-71.134928904132209,42.280119985238919,1441066,REPORTED INJURIES   (P) (E) (F),754960.01,2927314.61,2016-01-19 00:00:00.000,18:59:20,1
-71.067016753565454,42.296868197277725,1441219,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),773306.86,2933503.87,2016-01-19 00:00:00.000,20:39:11,1
-71.026113993309679,42.380453013955446,1442058,REPORTED INJURIES   (P) (E) (F),784203.44,2964022.43,2016-01-20 00:00:00.000,10:15:23,1
-71.162445292070259,42.293309284196944,1442266,REPORTED INJURIES   (P) (E) (F),747494.71,2932090.33,2016-01-20 00:00:00.000,12:08:11,1
-71.100732793338366,42.298698115752657,1442961,PEDESTRIAN STRUCK   (P) (E) (F),764182.2,2934126.22,2016-01-20 00:00:00.000,17:43:57,1
-71.1452453603343,42.361582202765042,1443133,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),752044.78,2956989.14,2016-01-20 00:00:00.000,19:28:00,1
-71.087820418799438,42.2949078342942,1443303,REPORTED INJURIES   (P) (E) (F),767682.09,2932761.6,2016-01-20 00:00:00.000,21:41:25,1
-71.082498338359215,42.317293739472007,1443873,REPORTED INJURIES   (P) (E) (F),769082.04,2940926.38,2016-01-21 00:00:00.000,08:22:22,1
-71.114179218523404,42.31230785377187,1443912,PEDESTRIAN STRUCK   (P) (E) (F),760522.07,2939069.09,2016-01-21 00:00:00.000,08:46:22,1
-71.120880280975257,42.358236212267911,1444288,REPORTED INJURIES   (P) (E) (F),758635.21,2955798.12,2016-01-21 00:00:00.000,11:57:25,1
-71.003044006575877,42.388026268889881,1444390,REPORTED INJURIES   (P) (E) (F),790420.45,2966817.75,2016-01-21 00:00:00.000,12:48:55,1
-71.060291779715399,42.299791906385096,1444783,REPORTED INJURIES   (P) (E) (F),775120.74,2934578.62,2016-01-21 00:00:00.000,16:26:41,1
-71.065377921076504,42.321236677149223,1444862,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),773704.98,2942386.38,2016-01-21 00:00:00.000,17:08:19,1
-71.043093489060041,42.346235603246839,1444887,REPORTED INJURIES   (P) (E) (F),779682.68,2951527.91,2016-01-21 00:00:00.000,17:22:17,1
-71.061963159492819,42.346539184676899,1445009,REPORTED INJURIES   (P) (E) (F),774581.1,2951611.78,2016-01-21 00:00:00.000,18:13:18,1
-71.080732916761292,42.311902675543905,1445448,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),769569.16,2938964.13,2016-01-21 00:00:00.000,22:55:40,1
-71.093651762610193,42.336967150962025,1445474,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),766031.41,2948081.15,2016-01-21 00:00:00.000,23:20:49,1
-71.058536788837785,42.350935515564778,1445560,REPORTED INJURIES   (P) (E) (F),775499.05,2953218.66,2016-01-22 00:00:00.000,00:38:12,1
-71.079609185265667,42.339742177136252,1445870,REPORTED INJURIES   (P) (E) (F),769823.1,2949110.82,2016-01-22 00:00:00.000,07:43:22,1
-71.076554206073553,42.28228604617577,1446647,REPORTED INJURIES   (P) (E) (F),770752.98,2928176.97,2016-01-22 00:00:00.000,14:28:48,1
-71.128800379638662,42.254238207809671,1446708,REPORTED INJURIES   (P) (E) (F),756659.51,2917890.09,2016-01-22 00:00:00.000,15:00:30,1
-71.10330427539067,42.270796040479027,1446840,PEDESTRIAN STRUCK   (P) (E) (F),763533.82,2923955.05,2016-01-22 00:00:00.000,16:10:19,1
-71.053109627808283,42.29665293166638,1446892,REPORTED INJURIES   (P) (E) (F),777069.7,2933444.83,2016-01-22 00:00:00.000,16:33:03,1
-71.090092216413126,42.352133199791325,1447108,REPORTED INJURIES   (P) (E) (F),766967.24,2953612.55,2016-01-22 00:00:00.000,18:06:06,1
-71.064135180511087,42.339463160999472,1447415,REPORTED INJURIES   (P) (E) (F),774007.12,2949030.14,2016-01-22 00:00:00.000,20:57:40,1
-71.096102291863247,42.331654949237205,1447814,REPORTED INJURIES   (P) (E) (F),765378.03,2946142.14,2016-01-23 00:00:00.000,01:18:54,1
-71.075478176138759,42.377926243103715,1447980,ENTRAPMENT   (P) (E) (F),770870.69,2963031.38,2016-01-23 00:00:00.000,02:50:17,1
-71.039167084884994,42.377902592989102,1448018,REPORTED INJURIES   (P) (E) (F),780681.75,2963073.68,2016-01-23 00:00:00.000,03:32:29,1
-71.150044580482017,42.287283225517953,1448209,REPORTED INJURIES   (P) (E) (F),750858.81,2929907.86,2016-01-23 00:00:00.000,08:31:21,1
-71.078814211125987,42.298206070553782,1448354,REPORTED INJURIES   (P) (E) (F),770112.77,2933975.43,2016-01-23 00:00:00.000,10:40:21,1
-71.081143186823155,42.338933162690715,1448876,PEDESTRIAN STRUCK   (P) (E) (F),769409.82,2948813.96,2016-01-23 00:00:00.000,17:02:27,1
-71.053119510958851,42.331607002339908,1449799,REPORTED INJURIES   (P) (E) (F),777000.29,2946182.63,2016-01-24 00:00:00.000,08:44:54,1
-71.060531836680283,42.366466643779781,1450111,REPORTED INJURIES   (P) (E) (F),774930.61,2958875.72,2016-01-24 00:00:00.000,13:12:08,1
-71.096048212296935,42.286096200938999,1450235,REPORTED INJURIES   (P) (E) (F),765471.28,2929539.86,2016-01-24 00:00:00.000,14:47:57,1
-71.096314239995891,42.279206051277001,1450300,REPORTED INJURIES   (P) (E) (F),765411.18,2927028.65,2016-01-24 00:00:00.000,15:32:32,1
-71.0807394255811,42.295740491830216,1450537,REPORTED INJURIES   (P) (E) (F),769596.35,2933074.37,2016-01-24 00:00:00.000,18:27:52,1
-71.096923525621989,42.269600155853546,1450768,PEDESTRIAN STRUCK   (P) (E) (F),765262.84,2923527.35,2016-01-24 00:00:00.000,21:15:01,1
-71.085543657778459,42.301912988656319,1450833,REPORTED INJURIES   (P) (E) (F),768285.66,2935317.37,2016-01-24 00:00:00.000,22:05:52,1
-71.052442770560148,42.359535960902981,1450908,PEDESTRIAN STRUCK   (P) (E) (F),777129.87,2956361.41,2016-01-24 00:00:00.000,23:22:51,1
-71.114773943027657,42.275008993112102,1451269,REPORTED INJURIES   (P) (E) (F),760422.6,2925476.08,2016-01-25 00:00:00.000,07:39:42,1
-71.067702184985521,42.366395221722371,1451409,REPORTED INJURIES   (P) (E) (F),772993.01,2958839.79,2016-01-25 00:00:00.000,08:51:04,1
-71.166699232806081,42.289032049160426,1451641,REPORTED INJURIES   (P) (E) (F),746349.87,2930527.11,2016-01-25 00:00:00.000,11:07:12,1
-71.019264305155332,42.366149570271077,1451923,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),786083.48,2958820.33,2016-01-25 00:00:00.000,13:52:58,1
-71.118335296785517,42.355019192925205,1452332,REPORTED INJURIES   (P) (E) (F),759328.31,2954628.84,2016-01-25 00:00:00.000,17:15:18,1
